CODUSU,nro_hogar,ch03,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf,cat_ocup,pp03c,pp03i,pp10a,p21,tot_p12,t_vi,itf,ch12,ch13,ch14,pp3e_tot,pp3f_tot,df,rango_edad,adulto_esquiv,ID_hogar,ad_equiv_hogar,ingreso_necesario,pobre
TQRMNOSUYHMNLQCDEHIBB00878296,1.0,3.0,1.0,15.0,5.0,1.0,3.0,3.0,3.0,700000.0,,,,,,,,1400000.0,4.0,2.0,4.0,,,T125,15 años,1.0,TQRMNOSUYHMNLQCDEHIBB00878296-1.0,1.77,646363.29,0
TQRMNOUXUHKOKPCDEGOIH00858227,2.0,1.0,2.0,74.0,2.0,1.0,2.0,3.0,1.0,775000.0,,,,,,,775000.0,775000.0,2.0,1.0,,,,T125,61 a 75 años,0.67,TQRMNOUXUHKOKPCDEGOIH00858227-2.0,0.67,244668.59000000003,0
TQRMNOUXVHKOKPCDEGOIH00860320,2.0,1.0,1.0,44.0,1.0,4.0,2.0,1.0,,245000.0,3.0,1.0,2.0,,250000.0,,,735000.0,2.0,1.0,,60.0,0.0,T125,30 a 45 años,1.0,TQRMNOUXVHKOKPCDEGOIH00860320-2.0,2.44,891031.88,1
TQRMNOUXVHKOKPCDEGOIH00860320,2.0,2.0,2.0,54.0,1.0,3.0,2.0,1.0,,245000.0,2.0,1.0,2.0,,80000.0,,405000.0,735000.0,2.0,1.0,,15.0,0.0,T125,46 a 60 años,0.76,TQRMNOUXVHKOKPCDEGOIH00860320-2.0,2.44,891031.88,1
TQRMNOUXVHKOKPCDEGOIH00860320,2.0,5.0,2.0,8.0,5.0,4.0,1.0,4.0,3.0,245000.0,,,,,,,,735000.0,2.0,2.0,2.0,,,T125,8 años,0.68,TQRMNOUXVHKOKPCDEGOIH00860320-2.0,2.44,891031.88,1
TQRMNOPTUHLOKRCDEGOIH00853372,1.0,1.0,1.0,44.0,1.0,4.0,4.0,1.0,,182812.5,1.0,1.0,2.0,,500000.0,,,731250.0,4.0,1.0,,30.0,0.0,T125,30 a 45 años,1.0,TQRMNOPTUHLOKRCDEGOIH00853372-1.0,3.0700000000000003,1121093.3900000001,1
TQRMNOPTUHLOKRCDEGOIH00853372,1.0,2.0,2.0,35.0,1.0,4.0,2.0,3.0,4.0,182812.5,,,,,,,231250.0,731250.0,2.0,1.0,,,,T125,30 a 45 años,0.77,TQRMNOPTUHLOKRCDEGOIH00853372-1.0,3.0700000000000003,1121093.3900000001,1
TQRMNOPTUHLOKRCDEGOIH00853372,1.0,3.0,1.0,10.0,5.0,4.0,1.0,3.0,3.0,182812.5,,,,,,,,731250.0,2.0,2.0,5.0,,,T125,10 años,0.79,TQRMNOPTUHLOKRCDEGOIH00853372-1.0,3.0700000000000003,1121093.3900000001,1
TQRMNOPTUHLOKRCDEGOIH00853372,1.0,3.0,2.0,3.0,5.0,4.0,7.0,4.0,5.0,182812.5,,,,,,,,731250.0,0.0,0.0,,,,T125,3 años,0.51,TQRMNOPTUHLOKRCDEGOIH00853372-1.0,3.0700000000000003,1121093.3900000001,1
TQRMNPSSPHLOKRCDEGOIH00853373,1.0,3.0,1.0,15.0,5.0,4.0,3.0,3.0,3.0,101083.33,,,,,,,,606500.0,4.0,2.0,1.0,,,T125,15 años,1.0,TQRMNPSSPHLOKRCDEGOIH00853373-1.0,4.96,1811277.92,1
TQRMNPSSPHLOKRCDEGOIH00853373,1.0,3.0,1.0,13.0,5.0,4.0,1.0,3.0,3.0,101083.33,,,,,,,,606500.0,2.0,2.0,6.0,,,T125,13 años,0.9,TQRMNPSSPHLOKRCDEGOIH00853373-1.0,4.96,1811277.92,1
TQRMNPSSPHLOKRCDEGOIH00853373,1.0,3.0,1.0,12.0,5.0,4.0,1.0,3.0,3.0,101083.33,,,,,,,,606500.0,2.0,2.0,6.0,,,T125,12 años,0.85,TQRMNPSSPHLOKRCDEGOIH00853373-1.0,4.96,1811277.92,1
TQRMNPSSPHLOKRCDEGOIH00853373,1.0,3.0,2.0,9.0,5.0,4.0,1.0,4.0,3.0,101083.33,,,,,,,,606500.0,2.0,2.0,4.0,,,T125,9 años,0.69,TQRMNPSSPHLOKRCDEGOIH00853373-1.0,4.96,1811277.92,1
TQRMNOSXYHLNKOCDEGOIH00853369,1.0,3.0,1.0,21.0,5.0,4.0,5.0,3.0,3.0,530000.0,,,,,,,,2120000.0,7.0,2.0,3.0,,,T125,18 a 29 años,1.02,TQRMNOSXYHLNKOCDEGOIH00853369-1.0,3.37,1230646.49,0
TQRMNOSXYHLNKOCDEGOIH00853369,1.0,3.0,2.0,20.0,5.0,4.0,5.0,3.0,3.0,530000.0,,,,,,,,2120000.0,7.0,2.0,2.0,,,T125,18 a 29 años,0.76,TQRMNOSXYHLNKOCDEGOIH00853369-1.0,3.37,1230646.49,0
TQRMNORTSHLMKQCDEGOIH00853371,1.0,1.0,2.0,82.0,3.0,1.0,5.0,3.0,1.0,600000.0,,,,,,,600000.0,600000.0,7.0,2.0,3.0,,,T125,más de 75 años,0.63,TQRMNORTSHLMKQCDEGOIH00853371-1.0,0.63,230061.51,0
TQRMNOSWVHJMKRCDEHIBB00876920,1.0,3.0,2.0,33.0,5.0,1.0,4.0,1.0,,266666.67,3.0,1.0,2.0,,700000.0,,,1600000.0,4.0,1.0,,48.0,0.0,T125,30 a 45 años,0.77,TQRMNOSWVHJMKRCDEHIBB00876920-1.0,4.59,1676162.43,1
TQRMNOSWVHJMKRCDEHIBB00876920,1.0,5.0,1.0,15.0,5.0,4.0,3.0,3.0,3.0,266666.67,,,,,,,,1600000.0,4.0,2.0,3.0,,,T125,15 años,1.0,TQRMNOSWVHJMKRCDEHIBB00876920-1.0,4.59,1676162.43,1
TQRMNOSWVHJMKRCDEHIBB00876920,1.0,5.0,1.0,8.0,5.0,4.0,1.0,4.0,3.0,266666.67,,,,,,,,1600000.0,2.0,2.0,2.0,,,T125,8 años,0.68,TQRMNOSWVHJMKRCDEHIBB00876920-1.0,4.59,1676162.43,1
TQRMNOQRYHMMKSCDEHIBB00878367,1.0,1.0,2.0,44.0,5.0,1.0,5.0,1.0,,160000.0,3.0,1.0,2.0,,800000.0,,,800000.0,7.0,2.0,5.0,56.0,0.0,T125,30 a 45 años,0.77,TQRMNOQRYHMMKSCDEHIBB00878367-1.0,4.09,1493573.93,1
TQRMNOPQXHLMKRCDEHIBB00853805,1.0,1.0,2.0,54.0,3.0,1.0,6.0,1.0,,400000.0,3.0,1.0,2.0,,800000.0,,,800000.0,6.0,1.0,,25.0,0.0,T125,46 a 60 años,0.76,TQRMNOPQXHLMKRCDEHIBB00853805-1.0,1.78,650015.06,0
TQRMNOPQXHLMKRCDEHIBB00853805,1.0,3.0,1.0,19.0,5.0,1.0,4.0,1.0,,400000.0,3.0,1.0,2.0,,,,,800000.0,4.0,1.0,,48.0,0.0,T125,18 a 29 años,1.02,TQRMNOPQXHLMKRCDEHIBB00853805-1.0,1.78,650015.06,0
TQRMNOSWVHJMKRCDEHIBB00876920,1.0,1.0,2.0,89.0,2.0,1.0,4.0,3.0,4.0,266666.67,,,,,,,250000.0,1600000.0,4.0,1.0,,,,T125,más de 75 años,0.63,TQRMNOSWVHJMKRCDEHIBB00876920-1.0,4.59,1676162.43,1
TQRMNOSWVHJMKRCDEHIBB00876920,1.0,2.0,1.0,83.0,2.0,1.0,4.0,3.0,6.0,266666.67,,,,,,,250000.0,1600000.0,4.0,1.0,,,,T125,más de 75 años,0.74,TQRMNOSWVHJMKRCDEHIBB00876920-1.0,4.59,1676162.43,1
TQRMNOSWVHJMKRCDEHIBB00876920,1.0,3.0,2.0,43.0,5.0,4.0,4.0,1.0,,266666.67,2.0,1.0,2.0,,180000.0,,220000.0,1600000.0,4.0,1.0,,25.0,0.0,T125,30 a 45 años,0.77,TQRMNOSWVHJMKRCDEHIBB00876920-1.0,4.59,1676162.43,1
TQRMNOPXVHLMLLCDEHIBB00853803,1.0,1.0,2.0,69.0,4.0,1.0,2.0,3.0,4.0,350000.0,,,,,,,350000.0,350000.0,2.0,1.0,,,,T125,61 a 75 años,0.67,TQRMNOPXVHLMLLCDEHIBB00853803-1.0,0.67,244668.59000000003,0
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,1.0,2.0,76.0,4.0,1.0,1.0,3.0,4.0,113750.0,,,,,,,460000.0,910000.0,2.0,2.0,2.0,,,T125,más de 75 años,0.63,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,3.0,2.0,47.0,5.0,4.0,1.0,3.0,4.0,113750.0,,,,,,,,910000.0,2.0,2.0,4.0,,,T125,46 a 60 años,0.76,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,3.0,1.0,45.0,5.0,4.0,2.0,1.0,,113750.0,3.0,1.0,2.0,,150000.0,,,910000.0,2.0,1.0,,42.0,0.0,T125,30 a 45 años,1.0,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,3.0,1.0,44.0,5.0,4.0,2.0,3.0,7.0,113750.0,,,,,,,,910000.0,2.0,1.0,,,,T125,30 a 45 años,1.0,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,5.0,1.0,30.0,5.0,4.0,2.0,1.0,,113750.0,3.0,1.0,2.0,,300000.0,,,910000.0,2.0,1.0,,27.0,0.0,T125,30 a 45 años,1.0,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,5.0,1.0,26.0,5.0,4.0,2.0,3.0,7.0,113750.0,,,,,,,,910000.0,2.0,1.0,,,,T125,18 a 29 años,1.02,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,5.0,1.0,25.0,5.0,4.0,2.0,3.0,7.0,113750.0,,,,,,,,910000.0,2.0,1.0,,,,T125,18 a 29 años,1.02,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOPWXHLNLMCDEHIBB00853801,1.0,5.0,1.0,28.0,5.0,4.0,2.0,2.0,,113750.0,,,,5.0,,,,910000.0,2.0,1.0,,,,T125,18 a 29 años,1.02,TQRMNOPWXHLNLMCDEHIBB00853801-1.0,7.45,2720568.65,1
TQRMNOQVQHLOKSCDEHPJB00854532,1.0,1.0,1.0,44.0,2.0,1.0,6.0,1.0,,426750.0,3.0,,1.0,,662000.0,,,1707000.0,6.0,1.0,,0.0,0.0,T125,30 a 45 años,1.0,TQRMNOQVQHLOKSCDEHPJB00854532-1.0,3.09,1128396.93,0
TQRMNOQVQHLOKSCDEHPJB00854532,1.0,2.0,2.0,43.0,2.0,1.0,5.0,1.0,,426750.0,2.0,1.0,2.0,,300000.0,,445000.0,1707000.0,7.0,2.0,3.0,36.0,0.0,T125,30 a 45 años,0.77,TQRMNOQVQHLOKSCDEHPJB00854532-1.0,3.09,1128396.93,0
TQRMNOQVQHLOKSCDEHPJB00854532,1.0,3.0,2.0,8.0,5.0,1.0,1.0,4.0,3.0,426750.0,,,,,,,,1707000.0,2.0,2.0,3.0,,,T125,8 años,0.68,TQRMNOQVQHLOKSCDEHPJB00854532-1.0,3.09,1128396.93,0
TQRMNOQVQHLOKSCDEHPJB00854532,1.0,3.0,1.0,6.0,5.0,1.0,1.0,4.0,3.0,426750.0,,,,,,,,1707000.0,2.0,2.0,0.0,,,T125,6 años,0.64,TQRMNOQVQHLOKSCDEHPJB00854532-1.0,3.09,1128396.93,0
TQRMNOPWVHJOKQCDEHPJB00876390,1.0,1.0,1.0,84.0,4.0,1.0,3.0,3.0,1.0,390000.0,,,,,,,580000.0,780000.0,4.0,2.0,0.0,,,T125,más de 75 años,0.74,TQRMNOPWVHJOKQCDEHPJB00876390-1.0,1.5699999999999998,573327.8899999999,0
TQRMNOPWVHJOKQCDEHPJB00876390,1.0,3.0,1.0,61.0,3.0,4.0,4.0,1.0,,390000.0,3.0,1.0,,,200000.0,,,780000.0,4.0,1.0,,20.0,0.0,T125,61 a 75 años,0.83,TQRMNOPWVHJOKQCDEHPJB00876390-1.0,1.5699999999999998,573327.8899999999,0
TQRMNOPSPHJOKRCDEHPJB00876391,1.0,1.0,2.0,61.0,1.0,1.0,7.0,3.0,4.0,362000.0,,,,,,,347000.0,724000.0,0.0,0.0,,,,T125,61 a 75 años,0.67,TQRMNOPSPHJOKRCDEHPJB00876391-1.0,1.5,547765.5,0
TQRMNOPSPHJOKRCDEHPJB00876391,1.0,2.0,1.0,68.0,1.0,1.0,1.0,1.0,,362000.0,2.0,1.0,2.0,,30000.0,,347000.0,724000.0,2.0,2.0,4.0,9.0,0.0,T125,61 a 75 años,0.83,TQRMNOPSPHJOKRCDEHPJB00876391-1.0,1.5,547765.5,0
TQRMNOPVVHLKKMCDEHJGH00878217,1.0,3.0,1.0,9.0,5.0,1.0,1.0,4.0,3.0,333333.33,,,,,,,,1000000.0,2.0,2.0,3.0,,,T125,9 años,0.69,TQRMNOPVVHLKKMCDEHJGH00878217-1.0,2.2199999999999998,810692.94,0
TQRMNOPQYHLOKOCDEHJGH00853823,1.0,1.0,1.0,50.0,1.0,4.0,2.0,1.0,,374228.57,2.0,1.0,1.0,,640000.0,100000.0,,2619600.0,2.0,1.0,,8.0,0.0,T125,46 a 60 años,1.0,TQRMNOPQYHLOKOCDEHJGH00853823-1.0,5.87,2143588.99,0
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,1.0,2.0,47.0,3.0,1.0,6.0,1.0,,168571.43,3.0,2.0,1.0,,600000.0,250000.0,,1180000.0,6.0,1.0,,60.0,24.0,T125,46 a 60 años,0.76,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,3.0,2.0,22.0,5.0,3.0,4.0,1.0,,168571.43,3.0,1.0,2.0,,200000.0,,130000.0,1180000.0,4.0,1.0,,16.0,0.0,T125,18 a 29 años,0.76,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,3.0,2.0,19.0,5.0,1.0,3.0,3.0,4.0,168571.43,,,,,,,,1180000.0,4.0,2.0,3.0,,,T125,18 a 29 años,0.76,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,3.0,1.0,16.0,5.0,1.0,3.0,3.0,3.0,168571.43,,,,,,,,1180000.0,4.0,2.0,2.0,,,T125,16 años,1.03,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,3.0,1.0,13.0,5.0,1.0,3.0,3.0,3.0,168571.43,,,,,,,,1180000.0,4.0,2.0,1.0,,,T125,13 años,0.9,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,3.0,1.0,11.0,5.0,1.0,1.0,3.0,3.0,168571.43,,,,,,,,1180000.0,2.0,2.0,5.0,,,T125,11 años,0.82,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOUYXHJKKMCDEHJGH00878216,1.0,5.0,1.0,8.0,5.0,3.0,1.0,4.0,3.0,168571.43,,,,,,,,1180000.0,2.0,2.0,2.0,,,T125,8 años,0.68,TQRMNOUYXHJKKMCDEHJGH00878216-1.0,5.71,2085160.67,1
TQRMNOPVVHLKKMCDEHJGH00878217,1.0,1.0,2.0,46.0,3.0,1.0,5.0,3.0,4.0,333333.33,,,,,,,1000000.0,1000000.0,7.0,2.0,4.0,,,T125,46 a 60 años,0.76,TQRMNOPVVHLKKMCDEHJGH00878217-1.0,2.2199999999999998,810692.94,0
TQRMNOPVVHLKKMCDEHJGH00878217,1.0,3.0,2.0,16.0,5.0,1.0,3.0,3.0,3.0,333333.33,,,,,,,,1000000.0,4.0,2.0,4.0,,,T125,16 años,0.77,TQRMNOPVVHLKKMCDEHJGH00878217-1.0,2.2199999999999998,810692.94,0
TQRMNORXTHLLLLCDEHPJB00854535,1.0,1.0,1.0,35.0,1.0,1.0,4.0,1.0,,216666.67,3.0,1.0,2.0,,650000.0,,,650000.0,4.0,1.0,,44.0,0.0,T125,30 a 45 años,1.0,TQRMNORXTHLLLLCDEHPJB00854535-1.0,2.41,880076.5700000001,1
TQRMNPSSPHLOKRCDEGOIH00853373,1.0,1.0,2.0,47.0,5.0,4.0,3.0,3.0,4.0,101083.33,,,,,,,406500.0,606500.0,4.0,2.0,2.0,,,T125,46 a 60 años,0.76,TQRMNPSSPHLOKRCDEGOIH00853373-1.0,4.96,1811277.92,1
TQRMNPSSPHLOKRCDEGOIH00853373,1.0,3.0,2.0,27.0,5.0,4.0,2.0,1.0,,101083.33,3.0,1.0,1.0,,200000.0,,,606500.0,2.0,1.0,,25.0,0.0,T125,18 a 29 años,0.76,TQRMNPSSPHLOKRCDEGOIH00853373-1.0,4.96,1811277.92,1
TQRMNOPRXHMOKOCDEGOIH00878342,1.0,1.0,1.0,51.0,2.0,1.0,4.0,1.0,,416666.67,1.0,1.0,2.0,,300000.0,,,2500000.0,4.0,1.0,,52.0,0.0,T125,46 a 60 años,1.0,TQRMNOPRXHMOKOCDEGOIH00878342-1.0,5.0,1825885.0,0
TQRMNOPRXHMOKOCDEGOIH00878342,1.0,2.0,2.0,54.0,2.0,1.0,4.0,1.0,,416666.67,1.0,1.0,2.0,,250000.0,,,2500000.0,4.0,1.0,,48.0,0.0,T125,46 a 60 años,0.76,TQRMNOPRXHMOKOCDEGOIH00878342-1.0,5.0,1825885.0,0
TQRMNOPRXHMOKOCDEGOIH00878342,1.0,3.0,1.0,30.0,5.0,4.0,6.0,1.0,,416666.67,3.0,1.0,2.0,,300000.0,,,2500000.0,6.0,1.0,,56.0,0.0,T125,30 a 45 años,1.0,TQRMNOPRXHMOKOCDEGOIH00878342-1.0,5.0,1825885.0,0
TQRMNOPRXHMOKOCDEGOIH00878342,1.0,3.0,2.0,27.0,2.0,1.0,5.0,1.0,,416666.67,2.0,1.0,2.0,,300000.0,,,2500000.0,6.0,2.0,2.0,15.0,0.0,T125,18 a 29 años,0.76,TQRMNOPRXHMOKOCDEGOIH00878342-1.0,5.0,1825885.0,0
TQRMNOPRXHMOKOCDEGOIH00878342,1.0,4.0,1.0,26.0,2.0,1.0,4.0,1.0,,416666.67,3.0,1.0,2.0,,900000.0,,,2500000.0,4.0,1.0,,56.0,0.0,T125,18 a 29 años,1.02,TQRMNOPRXHMOKOCDEGOIH00878342-1.0,5.0,1825885.0,0
TQRMNOPRXHMOKOCDEGOIH00878342,1.0,5.0,1.0,2.0,5.0,1.0,7.0,4.0,5.0,416666.67,,,,,,,,2500000.0,0.0,0.0,,,,T125,2 años,0.46,TQRMNOPRXHMOKOCDEGOIH00878342-1.0,5.0,1825885.0,0
TQRMNORSQHLMKUCDEGOIH00853455,1.0,1.0,2.0,44.0,1.0,4.0,4.0,1.0,,400000.0,2.0,1.0,2.0,,500000.0,,,800000.0,4.0,1.0,,48.0,0.0,T125,30 a 45 años,0.77,TQRMNORSQHLMKUCDEGOIH00853455-1.0,1.77,646363.29,0
TQRMNORSQHLMKUCDEGOIH00853455,1.0,2.0,1.0,42.0,1.0,4.0,3.0,1.0,,400000.0,2.0,1.0,2.0,,300000.0,,,800000.0,4.0,2.0,2.0,56.0,0.0,T125,30 a 45 años,1.0,TQRMNORSQHLMKUCDEGOIH00853455-1.0,1.77,646363.29,0
TQRMNOSQTHKOKSCDEHIBB00858289,1.0,5.0,1.0,24.0,5.0,4.0,4.0,1.0,,1227360.0,2.0,1.0,1.0,,4300000.0,,,6136800.0,4.0,1.0,,32.0,0.0,T125,18 a 29 años,1.02,TQRMNOSQTHKOKSCDEHIBB00858289-1.0,4.41,1610430.57,0
TQRMNOSQTHKOKSCDEHIBB00858289,1.0,5.0,1.0,12.0,5.0,1.0,1.0,3.0,3.0,1227360.0,,,,,,,500000.0,6136800.0,2.0,2.0,5.0,,,T125,12 años,0.85,TQRMNOSQTHKOKSCDEHIBB00858289-1.0,4.41,1610430.57,0
TQRMNORSVHLOKTCDEHIBB00853790,1.0,1.0,1.0,56.0,5.0,1.0,2.0,1.0,,221875.0,3.0,1.0,2.0,,600000.0,,,1775000.0,2.0,1.0,,30.0,0.0,T125,46 a 60 años,1.0,TQRMNORSVHLOKTCDEHIBB00853790-1.0,6.3100000000000005,2304266.87,1
TQRMNORSVHLOKTCDEHIBB00853790,1.0,3.0,2.0,28.0,5.0,4.0,3.0,1.0,,221875.0,3.0,1.0,2.0,,78000.0,,330000.0,1775000.0,4.0,2.0,1.0,15.0,0.0,T125,18 a 29 años,0.76,TQRMNORSVHLOKTCDEHIBB00853790-1.0,6.3100000000000005,2304266.87,1
TQRMNORSVHLOKTCDEHIBB00853790,1.0,3.0,2.0,24.0,5.0,4.0,4.0,1.0,,221875.0,3.0,1.0,2.0,,400000.0,,47000.0,1775000.0,4.0,1.0,,30.0,0.0,T125,18 a 29 años,0.76,TQRMNORSVHLOKTCDEHIBB00853790-1.0,6.3100000000000005,2304266.87,1
TQRMNORSVHLOKTCDEHIBB00853790,1.0,3.0,1.0,30.0,5.0,4.0,4.0,1.0,,221875.0,3.0,1.0,1.0,,320000.0,,,1775000.0,4.0,1.0,,40.0,0.0,T125,30 a 45 años,1.0,TQRMNORSVHLOKTCDEHIBB00853790-1.0,6.3100000000000005,2304266.87,1
TQRMNOQRYHMMKSCDEHIBB00878367,1.0,3.0,2.0,21.0,5.0,4.0,3.0,3.0,4.0,160000.0,,,,,,,,800000.0,4.0,2.0,1.0,,,T125,18 a 29 años,0.76,TQRMNOQRYHMMKSCDEHIBB00878367-1.0,4.09,1493573.93,1
TQRMNOQRYHMMKSCDEHIBB00878367,1.0,3.0,1.0,20.0,5.0,4.0,4.0,3.0,7.0,160000.0,,,,,,,,800000.0,4.0,1.0,,,,T125,18 a 29 años,1.02,TQRMNOQRYHMMKSCDEHIBB00878367-1.0,4.09,1493573.93,1
TQRMNOQRYHMMKSCDEHIBB00878367,1.0,3.0,2.0,16.0,5.0,1.0,3.0,3.0,3.0,160000.0,,,,,,,,800000.0,4.0,2.0,3.0,,,T125,16 años,0.77,TQRMNOQRYHMMKSCDEHIBB00878367-1.0,4.09,1493573.93,1
TQRMNOQRYHMMKSCDEHIBB00878367,1.0,3.0,2.0,16.0,5.0,1.0,3.0,3.0,3.0,160000.0,,,,,,,,800000.0,4.0,2.0,5.0,,,T125,16 años,0.77,TQRMNOQRYHMMKSCDEHIBB00878367-1.0,4.09,1493573.93,1
TQRMNOPQPHKOKSCDEHIBB00858288,1.0,1.0,2.0,62.0,5.0,1.0,2.0,3.0,4.0,380000.0,,,,,,,380000.0,380000.0,2.0,1.0,,,,T125,61 a 75 años,0.67,TQRMNOPQPHKOKSCDEHIBB00858288-1.0,0.67,244668.59000000003,0
TQRMNOSQTHKOKSCDEHIBB00858289,1.0,1.0,2.0,60.0,5.0,1.0,2.0,3.0,1.0,1227360.0,,,,,,,600000.0,6136800.0,2.0,1.0,,,,T125,46 a 60 años,0.76,TQRMNOSQTHKOKSCDEHIBB00858289-1.0,4.41,1610430.57,0
TQRMNOSQTHKOKSCDEHIBB00858289,1.0,3.0,2.0,47.0,5.0,4.0,2.0,1.0,,1227360.0,3.0,1.0,1.0,,136800.0,,,6136800.0,2.0,1.0,,15.0,0.0,T125,46 a 60 años,0.76,TQRMNOSQTHKOKSCDEHIBB00858289-1.0,4.41,1610430.57,0
TQRMNOSQTHKOKSCDEHIBB00858289,1.0,5.0,1.0,26.0,5.0,4.0,4.0,1.0,,1227360.0,3.0,1.0,2.0,,600000.0,,,6136800.0,4.0,1.0,,48.0,0.0,T125,18 a 29 años,1.02,TQRMNOSQTHKOKSCDEHIBB00858289-1.0,4.41,1610430.57,0
TQRMNOTUPHKKKUCDEHPJB00878181,1.0,1.0,1.0,51.0,5.0,1.0,5.0,1.0,,800000.0,3.0,1.0,2.0,,800000.0,,,800000.0,7.0,2.0,2.0,40.0,0.0,T125,46 a 60 años,1.0,TQRMNOTUPHKKKUCDEHPJB00878181-1.0,1.0,365177.0,0
TQRMNOSVXHKOKNCDEGOIH00857781,1.0,1.0,1.0,40.0,1.0,4.0,2.0,1.0,,120000.0,2.0,1.0,2.0,,300000.0,,,480000.0,2.0,1.0,,48.0,0.0,T125,30 a 45 años,1.0,TQRMNOSVXHKOKNCDEGOIH00857781-1.0,3.55,1296378.3499999999,1
TQRMNOSVXHKOKNCDEGOIH00857781,1.0,2.0,2.0,38.0,1.0,4.0,3.0,1.0,,120000.0,2.0,1.0,2.0,,150000.0,,,480000.0,4.0,2.0,2.0,24.0,0.0,T125,30 a 45 años,0.77,TQRMNOSVXHKOKNCDEGOIH00857781-1.0,3.55,1296378.3499999999,1
TQRMNOSVXHKOKNCDEGOIH00857781,1.0,3.0,2.0,21.0,5.0,4.0,4.0,3.0,4.0,120000.0,,,,,,,,480000.0,4.0,1.0,,,,T125,18 a 29 años,0.76,TQRMNOSVXHKOKNCDEGOIH00857781-1.0,3.55,1296378.3499999999,1
TQRMNOSVXHKOKNCDEGOIH00857781,1.0,3.0,1.0,19.0,5.0,4.0,3.0,3.0,3.0,120000.0,,,,,,,30000.0,480000.0,4.0,2.0,4.0,,,T125,18 a 29 años,1.02,TQRMNOSVXHKOKNCDEGOIH00857781-1.0,3.55,1296378.3499999999,1
TQRMNORSPHJOKNCDEHPJB00876479,1.0,1.0,1.0,20.0,1.0,4.0,5.0,1.0,,310000.0,3.0,1.0,2.0,,350000.0,,,1550000.0,6.0,2.0,2.0,45.0,0.0,T125,18 a 29 años,1.02,TQRMNORSPHJOKNCDEHPJB00876479-1.0,4.84,1767456.68,1
TQRMNORSPHJOKNCDEHPJB00876479,1.0,2.0,2.0,20.0,1.0,4.0,6.0,3.0,4.0,310000.0,,,,,,,,1550000.0,6.0,1.0,,,,T125,18 a 29 años,0.76,TQRMNORSPHJOKNCDEHPJB00876479-1.0,4.84,1767456.68,1
TQRMNORSPHJOKNCDEHPJB00876479,1.0,10.0,1.0,20.0,5.0,1.0,4.0,1.0,,310000.0,3.0,1.0,2.0,,400000.0,,,1550000.0,4.0,1.0,,48.0,0.0,T125,18 a 29 años,1.02,TQRMNORSPHJOKNCDEHPJB00876479-1.0,4.84,1767456.68,1
TQRMNORSPHJOKNCDEHPJB00876479,1.0,10.0,1.0,22.0,5.0,1.0,4.0,1.0,,310000.0,3.0,2.0,2.0,,400000.0,400000.0,,1550000.0,4.0,1.0,,24.0,24.0,T125,18 a 29 años,1.02,TQRMNORSPHJOKNCDEHPJB00876479-1.0,4.84,1767456.68,1
TQRMNORSPHJOKNCDEHPJB00876479,1.0,10.0,1.0,20.0,5.0,4.0,4.0,1.0,,310000.0,3.0,1.0,2.0,,,,,1550000.0,4.0,1.0,,58.0,0.0,T125,18 a 29 años,1.02,TQRMNORSPHJOKNCDEHPJB00876479-1.0,4.84,1767456.68,1
TQRMNOPUQHJLKNCDEHJGH00878219,1.0,2.0,2.0,53.0,2.0,1.0,6.0,1.0,,625000.0,3.0,1.0,2.0,,1200000.0,,,2500000.0,7.0,1.0,,35.0,0.0,T125,46 a 60 años,0.76,TQRMNOPUQHJLKNCDEHJGH00878219-1.0,3.35,1223342.95,0
